Country	TerritoryName	CategoryName	ProductSubcategory	ProductName	ProductColor	OrderQty	SubTotal	YearOrdered	MonthOrdered
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	2407.04	2014	January
USA	Southwest	Bikes	Road Bikes	Road-750 Black, 48	Black	1	539.99	2014	January
USA	Southwest	Accessories	Cleaners	Bike Wash - Dissolver		1	7.95	2014	January
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	2.29	2014	January
USA	Southwest	Accessories	Tires and Tubes	Touring Tire		1	58.47	2014	January
USA	Southwest	Accessories	Tires and Tubes	Touring Tire Tube		1	58.47	2014	January
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, M	Black	1	58.47	2014	January
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	23.78	2014	January
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	23.78	2014	January
USA	Northwest	Accessories	Tires and Tubes	LL Mountain Tire		1	64.97	2014	January
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	64.97	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	64.97	2014	January
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	29.98	2014	January
USA	Southwest	Accessories	Tires and Tubes	LL Mountain Tire		1	29.98	2014	January
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	37.27	2014	January
USA	Northwest	Accessories	Tires and Tubes	ML Mountain Tire		1	37.27	2014	January
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	37.27	2014	January
USA	Southwest	Clothing	Shorts	Women's Mountain Shorts, S	Black	1	78.98	2014	January
USA	Southwest	Clothing	Socks	Racing Socks, L	White	1	78.98	2014	January
USA	Southwest	Clothing	Shorts	Women's Mountain Shorts, L	Black	1	69.99	2014	January
USA	Southwest	Clothing	Shorts	Women's Mountain Shorts, M	Black	1	128.97	2014	January
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, S	Multi	1	128.97	2014	January
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	128.97	2014	January
USA	Southwest	Clothing	Shorts	Women's Mountain Shorts, M	Black	1	94.48	2014	January
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, S	Black	1	94.48	2014	January
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	39.98	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	39.98	2014	January
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	61.96	2014	January
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	61.96	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	61.96	2014	January
USA	Northwest	Bikes	Mountain Bikes	Mountain-200 Black, 38	Black	1	2401.96	2014	January
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	2401.96	2014	January
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	2401.96	2014	January
USA	Northwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, L	Multi	1	2401.96	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Black, 38	Black	1	2369.97	2014	January
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	2369.97	2014	January
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	2369.97	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	2369.97	2014	January
USA	Northwest	Bikes	Touring Bikes	Touring-1000 Blue, 60	Blue	1	2420.34	2014	January
USA	Northwest	Accessories	Tires and Tubes	Touring Tire		1	2420.34	2014	January
USA	Northwest	Accessories	Tires and Tubes	Touring Tire Tube		1	2420.34	2014	January
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	2420.34	2014	January
USA	Southwest	Bikes	Touring Bikes	Touring-2000 Blue, 46	Blue	1	1214.85	2014	January
USA	Southwest	Bikes	Touring Bikes	Touring-1000 Blue, 60	Blue	1	2398.05	2014	January
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	2398.05	2014	January
USA	Southwest	Accessories	Bottles and Cages	Road Bottle Cage		1	2398.05	2014	January
USA	Southwest	Bikes	Touring Bikes	Touring-1000 Blue, 60	Blue	1	2419.06	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	2419.06	2014	January
USA	Southwest	Bikes	Road Bikes	Road-750 Black, 44	Black	1	570.47	2014	January
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	570.47	2014	January
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	570.47	2014	January
USA	Northwest	Bikes	Road Bikes	Road-750 Black, 48	Black	1	607.96	2014	January
USA	Northwest	Accessories	Bottles and Cages	Road Bottle Cage		1	607.96	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	607.96	2014	January
USA	Northwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, XL	Yellow	1	607.96	2014	January
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	2.29	2014	January
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	38.98	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	38.98	2014	January
USA	Northwest	Accessories	Tires and Tubes	Touring Tire Tube		1	7.28	2014	January
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	7.28	2014	January
USA	Northwest	Accessories	Tires and Tubes	Touring Tire Tube		1	7.28	2014	January
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	7.28	2014	January
USA	Southwest	Accessories	Tires and Tubes	HL Road Tire		1	38.88	2014	January
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	38.88	2014	January
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	38.88	2014	January
USA	Southwest	Accessories	Tires and Tubes	HL Road Tire		1	161.59	2014	January
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	161.59	2014	January
USA	Southwest	Accessories	Bike Racks	Hitch Rack - 4-Bike		1	161.59	2014	January
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	49.97	2014	January
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	49.97	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	49.97	2014	January
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	99.96	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	99.96	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	99.96	2014	January
USA	Northwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, L	Multi	1	99.96	2014	January
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, S	Black	1	78.98	2014	January
USA	Northwest	Clothing	Caps	AWC Logo Cap	Multi	1	78.98	2014	January
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	13.98	2014	January
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	13.98	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	13.98	2014	January
USA	Northwest	Clothing	Caps	AWC Logo Cap	Multi	1	13.98	2014	January
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	75.97	2014	January
USA	Southwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, S	Yellow	1	75.97	2014	January
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	64.93	2014	January
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	64.93	2014	January
USA	Northwest	Accessories	Cleaners	Bike Wash - Dissolver		1	64.93	2014	January
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	35	2014	January
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	30.97	2014	January
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	30.97	2014	January
USA	Northwest	Bikes	Mountain Bikes	Mountain-400-W Silver, 46	Silver	1	863.97	2014	January
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, S	Black	1	863.97	2014	January
USA	Northwest	Clothing	Gloves	Half-Finger Gloves, M	Black	1	863.97	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-400-W Silver, 40	Silver	1	889.47	2014	January
USA	Southwest	Clothing	Shorts	Women's Mountain Shorts, L	Black	1	889.47	2014	January
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, L	Multi	1	889.47	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-500 Silver, 40	Silver	1	614.96	2014	January
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	614.96	2014	January
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	614.96	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	614.96	2014	January
USA	Northwest	Bikes	Mountain Bikes	Mountain-500 Silver, 40	Silver	1	574.98	2014	January
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	574.98	2014	January
USA	Northwest	Bikes	Mountain Bikes	Mountain-200 Silver, 38	Silver	1	2362.27	2014	January
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	2362.27	2014	January
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	2362.27	2014	January
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	2362.27	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Black, 38	Black	1	2344.96	2014	January
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	2344.96	2014	January
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	2344.96	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	2344.96	2014	January
USA	Southwest	Bikes	Touring Bikes	Touring-1000 Yellow, 46	Yellow	1	2419.06	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	2419.06	2014	January
USA	Southwest	Bikes	Road Bikes	Road-550-W Yellow, 38	Yellow	1	1184.46	2014	January
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	1184.46	2014	January
USA	Southwest	Accessories	Tires and Tubes	ML Road Tire		1	1184.46	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	1184.46	2014	January
USA	Northwest	Accessories	Tires and Tubes	ML Road Tire		1	27.28	2014	January
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	27.28	2014	January
USA	Southwest	Accessories	Tires and Tubes	Touring Tire Tube		1	39.98	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	39.98	2014	January
USA	Southwest	Accessories	Tires and Tubes	HL Road Tire		1	57.09	2014	January
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, S	Black	1	57.09	2014	January
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	69.97	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	69.97	2014	January
USA	Northwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	69.97	2014	January
USA	Southwest	Clothing	Shorts	Women's Mountain Shorts, L	Black	1	69.99	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	4.99	2014	January
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	4.99	2014	January
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	7.28	2014	January
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	7.28	2014	January
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	7.28	2014	January
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	7.28	2014	January
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	71.97	2014	January
USA	Northwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, S	Multi	1	71.97	2014	January
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	99.47	2014	January
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	99.47	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	99.47	2014	January
USA	Northwest	Clothing	Gloves	Half-Finger Gloves, L	Black	1	99.47	2014	January
USA	Northwest	Bikes	Mountain Bikes	Mountain-500 Black, 48	Black	1	539.99	2014	January
USA	Northwest	Bikes	Mountain Bikes	Mountain-500 Silver, 48	Silver	1	621.96	2014	January
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	621.96	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	621.96	2014	January
USA	Northwest	Bikes	Touring Bikes	Touring-1000 Blue, 54	Blue	1	2407.04	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	2407.04	2014	January
USA	Northwest	Accessories	Bottles and Cages	Road Bottle Cage		1	2407.04	2014	January
USA	Northwest	Clothing	Caps	AWC Logo Cap	Multi	1	2407.04	2014	January
USA	Southwest	Bikes	Road Bikes	Road-750 Black, 58	Black	1	600.46	2014	January
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	600.46	2014	January
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	600.46	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	600.46	2014	January
USA	Northwest	Bikes	Road Bikes	Road-550-W Yellow, 40	Yellow	1	1197.97	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	1197.97	2014	January
USA	Northwest	Accessories	Bottles and Cages	Road Bottle Cage		1	1197.97	2014	January
USA	Northwest	Clothing	Vests	Classic Vest, L	Blue	1	1197.97	2014	January
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	11.94	2014	January
USA	Northwest	Accessories	Cleaners	Bike Wash - Dissolver		1	11.94	2014	January
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	63.97	2014	January
USA	Northwest	Accessories	Tires and Tubes	ML Road Tire		1	63.97	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	63.97	2014	January
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	64.97	2014	January
USA	Southwest	Accessories	Tires and Tubes	LL Mountain Tire		1	64.97	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	64.97	2014	January
USA	Southeast	Accessories	Tires and Tubes	HL Road Tire		1	82.59	2014	January
USA	Southeast	Clothing	Jerseys	Long-Sleeve Logo Jersey, S	Multi	1	82.59	2014	January
USA	Southwest	Accessories	Tires and Tubes	ML Mountain Tire		1	32.28	2014	January
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	32.28	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	77.92	2014	January
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	77.92	2014	January
USA	Northwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	77.92	2014	January
USA	Northwest	Accessories	Cleaners	Bike Wash - Dissolver		1	77.92	2014	January
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, L	Black	1	69.99	2014	January
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	14.98	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	14.98	2014	January
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, S	Black	1	69.99	2014	January
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	4.99	2014	January
USA	Northwest	Clothing	Caps	AWC Logo Cap	Multi	1	13.98	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	13.98	2014	January
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	99.47	2014	January
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	99.47	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	99.47	2014	January
USA	Northwest	Clothing	Gloves	Half-Finger Gloves, L	Black	1	99.47	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Black, 42	Black	1	2370.96	2014	January
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	2370.96	2014	January
USA	Southwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, M	Yellow	1	2370.96	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Silver, 38	Silver	1	2366.46	2014	January
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	2366.46	2014	January
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, S	Black	1	2366.46	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Black, 38	Black	1	2371.96	2014	January
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	2371.96	2014	January
USA	Southwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	2371.96	2014	January
USA	Northwest	Bikes	Touring Bikes	Touring-3000 Blue, 62	Blue	1	777.34	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	777.34	2014	January
USA	Southwest	Bikes	Road Bikes	Road-750 Black, 48	Black	1	561.48	2014	January
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	561.48	2014	January
USA	Southwest	Bikes	Road Bikes	Road-750 Black, 44	Black	1	561.48	2014	January
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	561.48	2014	January
USA	Southwest	Bikes	Road Bikes	Road-750 Black, 44	Black	1	565.47	2014	January
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	565.47	2014	January
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	565.47	2014	January
USA	Northwest	Bikes	Road Bikes	Road-350-W Yellow, 42	Yellow	1	1735.98	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	1735.98	2014	January
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, S	Multi	1	49.99	2014	January
USA	Northwest	Accessories	Bike Racks	Hitch Rack - 4-Bike		1	120	2014	January
USA	Northwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, S	Yellow	1	53.99	2014	January
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	38.98	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	38.98	2014	January
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	63.47	2014	January
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, M	Black	1	63.47	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	63.47	2014	January
USA	Northwest	Accessories	Tires and Tubes	Touring Tire Tube		1	4.99	2014	January
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	25.48	2014	January
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	25.48	2014	January
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	64.97	2014	January
USA	Northwest	Accessories	Tires and Tubes	LL Mountain Tire		1	64.97	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	64.97	2014	January
USA	Northwest	Accessories	Tires and Tubes	LL Road Tire		1	21.49	2014	January
USA	Southwest	Accessories	Tires and Tubes	LL Mountain Tire		1	29.98	2014	January
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	29.98	2014	January
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	22.93	2014	January
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	22.93	2014	January
USA	Southwest	Accessories	Cleaners	Bike Wash - Dissolver		1	22.93	2014	January
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	17.27	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	17.27	2014	January
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	17.27	2014	January
USA	Southwest	Clothing	Shorts	Women's Mountain Shorts, M	Black	1	119.98	2014	January
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, S	Multi	1	119.98	2014	January
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	89.97	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	89.97	2014	January
USA	Northwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, XL	Multi	1	89.97	2014	January
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	7.28	2014	January
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	7.28	2014	January
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	7.28	2014	January
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	7.28	2014	January
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	56.97	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	56.97	2014	January
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	4.99	2014	January
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	59.27	2014	January
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	59.27	2014	January
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	59.27	2014	January
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	21.98	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Black, 38	Black	1	2329.99	2014	January
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	2329.99	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Silver, 38	Silver	1	2396.96	2014	January
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	2396.96	2014	January
USA	Southwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	2396.96	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Black, 42	Black	1	2364.96	2014	January
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	2364.96	2014	January
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	2364.96	2014	January
USA	Southwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	2364.96	2014	January
USA	Northwest	Bikes	Mountain Bikes	Mountain-200 Black, 46	Black	1	2364.96	2014	January
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	2364.96	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	2364.96	2014	January
USA	Northwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	2364.96	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Silver, 42	Silver	1	2365.23	2014	January
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	2365.23	2014	January
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	2365.23	2014	January
USA	Southwest	Accessories	Cleaners	Bike Wash - Dissolver		1	2365.23	2014	January
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	751.34	2014	January
USA	Southwest	Bikes	Touring Bikes	Touring-3000 Yellow, 44	Yellow	1	751.34	2014	January
USA	Northwest	Bikes	Touring Bikes	Touring-1000 Yellow, 50	Yellow	1	2419.06	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	2419.06	2014	January
USA	Northwest	Bikes	Touring Bikes	Touring-1000 Yellow, 60	Yellow	1	2406	2014	January
USA	Northwest	Accessories	Bottles and Cages	Road Bottle Cage		1	2406	2014	January
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	2406	2014	January
USA	Northwest	Accessories	Cleaners	Bike Wash - Dissolver		1	2406	2014	January
USA	Southwest	Bikes	Touring Bikes	Touring-1000 Yellow, 54	Yellow	1	2442.54	2014	January
USA	Southwest	Accessories	Tires and Tubes	Touring Tire		1	2442.54	2014	January
USA	Southwest	Accessories	Tires and Tubes	Touring Tire Tube		1	2442.54	2014	January
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, L	Black	1	2442.54	2014	January
USA	Northwest	Bikes	Road Bikes	Road-750 Black, 58	Black	1	539.99	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	34.99	2014	January
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	10.24	2014	January
USA	Southwest	Accessories	Cleaners	Bike Wash - Dissolver		1	10.24	2014	January
USA	Northwest	Accessories	Tires and Tubes	LL Road Tire		1	60.47	2014	January
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	60.47	2014	January
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	60.47	2014	January
USA	Northwest	Accessories	Tires and Tubes	LL Mountain Tire		1	37.93	2014	January
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	37.93	2014	January
USA	Northwest	Accessories	Cleaners	Bike Wash - Dissolver		1	37.93	2014	January
USA	Southwest	Accessories	Tires and Tubes	LL Mountain Tire		1	64.97	2014	January
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	64.97	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	64.97	2014	January
USA	Southwest	Accessories	Tires and Tubes	ML Mountain Tire		1	154.98	2014	January
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	154.98	2014	January
USA	Southwest	Accessories	Bike Racks	Hitch Rack - 4-Bike		1	154.98	2014	January
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	4.99	2014	January
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	71.97	2014	January
USA	Northwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, XL	Multi	1	71.97	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-400-W Silver, 38	Silver	1	828.97	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	828.97	2014	January
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, M	Black	1	828.97	2014	January
USA	Northwest	Bikes	Mountain Bikes	Mountain-400-W Silver, 38	Silver	1	902.98	2014	January
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, L	Black	1	902.98	2014	January
USA	Northwest	Clothing	Vests	Classic Vest, L	Blue	1	902.98	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-500 Black, 40	Black	1	589.96	2014	January
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	589.96	2014	January
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	589.96	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	589.96	2014	January
USA	Northwest	Bikes	Mountain Bikes	Mountain-200 Silver, 38	Silver	1	2439.99	2014	January
USA	Northwest	Accessories	Bike Racks	Hitch Rack - 4-Bike		1	2439.99	2014	January
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Silver, 46	Silver	1	2426.94	2014	January
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	2426.94	2014	January
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	2426.94	2014	January
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	2426.94	2014	January
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	2426.94	2014	January
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	2426.94	2014	January
